name,family,path,type,domain,declared_function,status,quality,contract,use,action,associated_files,notes
planner.agent,.github/agents,.github/agents/planner.agent.md,prompt-manifest,agents,﻿,Confuso,Ruim,Inexistente,Potencial,Consolidar,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md",mojibake
reviewer.agent,.github/agents,.github/agents/reviewer.agent.md,prompt-manifest,agents,﻿,Confuso,Ruim,Inexistente,Potencial,Consolidar,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md",mojibake
account_manager,agents/,agents/account_manager,python-agent-runtime,account_manager,account manager,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
ae,agents/,agents/ae,python-agent-runtime,ae,ae,Genérico,Ruim,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
analista,agents/,agents/analista,python-agent-runtime,analista,analista,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
bdr,agents/,agents/bdr,python-agent-runtime,bdr,bdr,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
closer,agents/,agents/closer,python-agent-runtime,closer,closer,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
coordenador_comercial,agents/,agents/coordenador_comercial,python-agent-runtime,coordenador_comercial,coordenador comercial,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
copywriter,agents/,agents/copywriter,python-agent-runtime,copywriter,copywriter,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
enablement,agents/,agents/enablement,python-agent-runtime,enablement,enablement,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
executivo_negocios,agents/,agents/executivo_negocios,python-agent-runtime,executivo_negocios,executivo negocios,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
field,agents/,agents/field,python-agent-runtime,field,field,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
financeiro,agents/,agents/financeiro,python-agent-runtime,financeiro,financeiro,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
gerente_comercial,agents/,agents/gerente_comercial,python-agent-runtime,gerente_comercial,gerente comercial,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
inside_sales,agents/,agents/inside_sales,python-agent-runtime,inside_sales,inside sales,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
juridico,agents/,agents/juridico,python-agent-runtime,juridico,juridico,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
kam,agents/,agents/kam,python-agent-runtime,kam,kam,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
ldr,agents/,agents/ldr,python-agent-runtime,ldr,ldr,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
marketing,agents/,agents/marketing,python-agent-runtime,marketing,marketing,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
parcerias,agents/,agents/parcerias,python-agent-runtime,parcerias,parcerias,Confuso,Ruim,Parcial,Potencial,Remover,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
partners,agents/,agents/partners,python-agent-runtime,partners,partners,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
pos-venda,agents/,agents/pos-venda,python-agent-runtime,pos-venda,pos venda,Confuso,Ruim,Inexistente,Potencial,Remover,main.py,sem ligação direta com apps/worker manifest-runtime
pos_venda,agents/,agents/pos_venda,python-agent-runtime,pos_venda,pos venda,Genérico,Ruim,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",sem ligação direta com apps/worker manifest-runtime
pre_sales,agents/,agents/pre_sales,python-agent-runtime,pre_sales,pre sales,Genérico,Médio,Parcial,Potencial,Remover,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
pre_vendas,agents/,agents/pre_vendas,python-agent-runtime,pre_vendas,pre vendas,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
revops,agents/,agents/revops,python-agent-runtime,revops,revops,Confuso,Ruim,Parcial,Potencial,Consolidar,"agent.py, tools.py",sem ligação direta com apps/worker manifest-runtime
sales_ops,agents/,agents/sales_ops,python-agent-runtime,sales_ops,sales ops,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
sdr,agents/,agents/sdr,python-agent-runtime,sdr,sdr,Genérico,Médio,Parcial,Ativo,Consolidar,"agent.py, main.py, prompts.py, tools.py, worker.py, worker.ts",referenciado por script/teste de integração
social,agents/,agents/social,python-agent-runtime,social,social,Genérico,Médio,Parcial,Potencial,Consolidar,"agent.py, main.py, prompts.py, tools.py",sem ligação direta com apps/worker manifest-runtime
Account Manager Bot,packages/agent-packs,packages/agent-packs/corporate-v1/account-manager-pack/manifest.json,manifest-json,"customer-success, enablement","Ajudar na gestão de carteira, expansão e retenção da base. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Admin Ops Bot,packages/agent-packs,packages/agent-packs/corporate-v1/admin-ops-pack/manifest.json,manifest-json,"operations, enablement","Ajudar admins a configurar a plataforma, usuários, integrações e governança. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Call Review Bot,packages/agent-packs,packages/agent-packs/corporate-v1/call-review-pack/manifest.json,manifest-json,"customer-success, enablement","Transformar calls em inteligência operacional, coaching e registro. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CEO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/ceo-pack/manifest.json,manifest-json,strategy,"Corporate strategic agent for growth and board-level prioritization. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CFO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/cfo-pack/manifest.json,manifest-json,finance,"Finance leadership agent for margin protection and cash planning. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Closer Copilot Bot,packages/agent-packs,packages/agent-packs/corporate-v1/closer-copilot-pack/manifest.json,manifest-json,"sales, revenue","Ajudar o closer a avançar oportunidades com contexto, estratégia e próximos passos. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Closing Forecast Bot,packages/agent-packs,packages/agent-packs/corporate-v1/closing-forecast-pack/manifest.json,manifest-json,"sales, revenue","Estimar chance de fechamento por oportunidade. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CMO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/cmo-pack/manifest.json,manifest-json,marketing,"Marketing leadership agent for demand generation and brand efficiency. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Communication Bot,packages/agent-packs,packages/agent-packs/corporate-v1/communication-pack/manifest.json,manifest-json,"operations, enablement","Centralizar composição e rastreamento de comunicações multicanal. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Context Memory Bot,packages/agent-packs,packages/agent-packs/corporate-v1/context-memory-pack/manifest.json,manifest-json,"operations, governance","Armazenar e recuperar memória útil do tenant, das contas, dos deals e dos usuários. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
COO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/coo-pack/manifest.json,manifest-json,operations,"Operations leadership agent for process scale and efficiency. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CRM Sync Bot,packages/agent-packs,packages/agent-packs/corporate-v1/crm-sync-pack/manifest.json,manifest-json,"operations, enablement","Sincronizar dados entre BirthHub e CRMs externos sem quebrar consistência. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CRO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/cro-pack/manifest.json,manifest-json,revenue,"Revenue leadership agent focused on pipeline velocity and conversion. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Customer Success Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/cs-pack/manifest.json,manifest-json,customer-success,"CS agent focused on retention, expansion and account health. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
CTO Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/cto-pack/manifest.json,manifest-json,technology,"Technology leadership agent for architecture, reliability and delivery. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Customer Health Bot,packages/agent-packs,packages/agent-packs/corporate-v1/customer-health-pack/manifest.json,manifest-json,"customer-success, enablement","Medir saúde da conta e prevenir churn. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Deal Risk Bot,packages/agent-packs,packages/agent-packs/corporate-v1/deal-risk-pack/manifest.json,manifest-json,"sales, revenue","Identificar deals em risco e sugerir ações corretivas. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Enablement Coach Bot,packages/agent-packs,packages/agent-packs/corporate-v1/enablement-coach-pack/manifest.json,manifest-json,"customer-success, enablement","Treinar o time comercial com base em gaps reais. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Finance Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/finance-pack/manifest.json,manifest-json,finance,"Departmental finance agent for controls, reconciliation and reporting. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Follow-up Bot,packages/agent-packs,packages/agent-packs/corporate-v1/follow-up-pack/manifest.json,manifest-json,"sales, prospecting","Recuperar conversas mornas e manter consistência de follow-up. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Forecast Intelligence Bot,packages/agent-packs,packages/agent-packs/corporate-v1/forecast-intelligence-pack/manifest.json,manifest-json,"operations, enablement","Projetar receita futura por time, período e cenário. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Knowledge Bot,packages/agent-packs,packages/agent-packs/corporate-v1/knowledge-pack/manifest.json,manifest-json,"operations, enablement","Consultar e responder com base na base interna do tenant. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
KPI Analyst Bot,packages/agent-packs,packages/agent-packs/corporate-v1/kpi-analyst-pack/manifest.json,manifest-json,"operations, enablement","Traduzir métricas em narrativa operacional útil. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Lead Enrichment Bot,packages/agent-packs,packages/agent-packs/corporate-v1/lead-enrichment-pack/manifest.json,manifest-json,"sales, prospecting","Enriquecer leads e contas com dados úteis para abordagem e qualificação. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Lead Hunter Bot,packages/agent-packs,packages/agent-packs/corporate-v1/lead-hunter-pack/manifest.json,manifest-json,"sales, prospecting","Encontrar contas e leads aderentes ao ICP. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Legal Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/legal-pack/manifest.json,manifest-json,legal,"Legal operations agent for contracts and compliance workflows. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Maestro Orchestrator,packages/agent-packs,packages/agent-packs/corporate-v1/maestro-orchestrator-pack/manifest.json,manifest-json,"operations, governance","Orquestrar toda a plataforma, decidir qual agente atua, consolidar contexto e garantir fluxo sem conflitos. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
BirthHub 360 Official Collection,packages/agent-packs,packages/agent-packs/corporate-v1/manifest.json,manifest-json,management,"Collection descriptor for the unified BirthHub 360 official lineup of governed, preventive and high-performance autonomous agents.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Meeting Booker Bot,packages/agent-packs,packages/agent-packs/corporate-v1/meeting-booker-pack/manifest.json,manifest-json,"sales, prospecting","Agendar reuniões com o menor atrito possível. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Objection Handling Bot,packages/agent-packs,packages/agent-packs/corporate-v1/objection-handling-pack/manifest.json,manifest-json,"sales, revenue","Mapear, classificar e responder objeções comerciais. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Onboarding Sales Bot,packages/agent-packs,packages/agent-packs/corporate-v1/onboarding-sales-pack/manifest.json,manifest-json,"customer-success, enablement","Acelerar onboarding de novos vendedores. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Ops Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/ops-pack/manifest.json,manifest-json,operations,"Operations agent for process control and incident response. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Pipeline Auditor Bot,packages/agent-packs,packages/agent-packs/corporate-v1/pipeline-auditor-pack/manifest.json,manifest-json,"operations, enablement","Auditar higiene e consistência do pipeline. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Policy & Approval Guard,packages/agent-packs,packages/agent-packs/corporate-v1/policy-and-approval-guard-pack/manifest.json,manifest-json,"operations, governance","Autorizar, bloquear ou exigir dupla checagem para ações sensíveis. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Productivity Bot,packages/agent-packs,packages/agent-packs/corporate-v1/productivity-pack/manifest.json,manifest-json,"operations, enablement","Medir ganho operacional, tempo economizado e desperdício de esforço. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Proposal Bot,packages/agent-packs,packages/agent-packs/corporate-v1/proposal-pack/manifest.json,manifest-json,"sales, revenue","Montar propostas comerciais consistentes e contextualizadas. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Qualification Bot,packages/agent-packs,packages/agent-packs/corporate-v1/qualification-pack/manifest.json,manifest-json,"sales, prospecting","Avaliar fit, urgência, dor, autoridade e oportunidade real. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
RevOps Intelligence Bot,packages/agent-packs,packages/agent-packs/corporate-v1/revops-intelligence-pack/manifest.json,manifest-json,"operations, enablement","Analisar estrutura operacional, conversão, gargalos e inconsistências do funil. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
RH Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/rh-pack/manifest.json,manifest-json,hr,"Human resources agent for people operations and talent lifecycle. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Roleplay Trainer Bot,packages/agent-packs,packages/agent-packs/corporate-v1/roleplay-trainer-pack/manifest.json,manifest-json,"customer-success, enablement","Simular situações comerciais para treinamento prático. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Sales Manager Bot,packages/agent-packs,packages/agent-packs/corporate-v1/sales-manager-pack/manifest.json,manifest-json,"operations, enablement","Ajudar gestores a entender time, pipeline e gargalos. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
Sales Agent Pack,packages/agent-packs,packages/agent-packs/corporate-v1/sales-pack/manifest.json,manifest-json,sales,"Sales execution agent for lead qualification and conversion. Opera com padrao premium de governanca, qualidade e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado. Opera com padrao premium de governanca, qualidade, antecipacao de decisoes e aprendizado cruzado.",Bem definido,Médio,Parcial,Ativo,Consolidar,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
SDR Outreach Bot,packages/agent-packs,packages/agent-packs/corporate-v1/sdr-outreach-pack/manifest.json,manifest-json,"sales, prospecting","Criar mensagens de abordagem inicial e follow-ups personalizados. Opera de forma autonoma, preventiva e orientada a antecipacao de decisoes criticas.",Bem definido,Bom,Parcial,Ativo,Manter,manifest.json,catalogado por apps/api e carregado por apps/worker via loadManifestCatalog
BoardPrep AI,packages/agents,packages/agents/executivos/boardprep-ai,typed-agent-prototype,executivos,Agrega dados corporativos e gera materiais preparatórios consolidados para reuniões de conselho.,Genérico,Bom,Completo,Potencial,Consolidar,"system_prompt.md, contract.yaml, acceptance.md",sem agent.ts; sem loader no apps/api ou apps/worker
BrandGuardian,packages/agents,packages/agents/executivos/brandguardian,typed-agent-prototype,executivos,"Analisa a exposição de marca, consistência narrativa e incidentes de reputação para garantir a saúde da marca executiva.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
BudgetFluid,packages/agents,packages/agents/executivos/budgetfluid,typed-agent-prototype,executivos,"Analisa a telemetria de gastos, desvio de previsão e alocações de cenário para otimizar a eficiência orçamentária.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
CapitalAllocator,packages/agents,packages/agents/executivos/capitalallocator,typed-agent-prototype,executivos,"Analisa a telemetria de gastos, desvio de previsão e alocações de cenário para otimizar a eficiência orçamentária.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
ChurnDeflector,packages/agents,packages/agents/executivos/churndeflector,typed-agent-prototype,executivos,"Monitora saude cultural interna, riscos de engajamento e alinhamento de lideranca para orientar acoes de people e comunicacao executiva.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
CompetitorXRay,packages/agents,packages/agents/executivos/competitorxray,typed-agent-prototype,executivos,"Analisa inteligencia de concorrentes, gaps de features e benchmarks de preco para sugerir campos de batalha otimizados e aumentar taxas de conversao.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
CrisisNavigator,packages/agents,packages/agents/executivos/crisisnavigator,typed-agent-prototype,executivos,"Orquestra resposta executiva a crises operacionais, reputacionais e de compliance, priorizando mitigacao, comunicacao e recuperacao.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
CulturePulse,packages/agents,packages/agents/executivos/culturepulse,typed-agent-prototype,executivos,"Monitora saude cultural interna, riscos de engajamento e alinhamento de lideranca para orientar acoes de people e comunicacao executiva.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
ExpansionMapper,packages/agents,packages/agents/executivos/expansionmapper,typed-agent-prototype,executivos,"Detecta sinais de crescimento emergentes, aceleracao de categorias e clusters de mercado para indicar areas focais recomendadas.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
MarketSentinel,packages/agents,packages/agents/executivos/marketsentinel,typed-agent-prototype,executivos,"Detecta sinais de crescimento emergentes, aceleracao de categorias e clusters de mercado para indicar areas focais recomendadas.",Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
NarrativeWeaver,packages/agents,packages/agents/executivos/narrativeweaver,typed-agent-prototype,executivos,Harmoniza narrativas estrategicas e operacionais para stakeholders diferentes garantindo consistencia da mensagem.,Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
PipelineOracle,packages/agents,packages/agents/executivos/pipelineoracle,typed-agent-prototype,executivos,Analisa a cobertura de territorio e performance de vendas para sugerir realocacoes de metas e maximizar o atingimento de cotas.,Bem definido,Excelente,Completo,Potencial,Consolidar,"agent.ts, system_prompt.md, contract.yaml, acceptance.md, schemas.ts, tools.ts",runtime_enforcement=false; sem loader no apps/api ou apps/worker
